,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary,actual_left,predicted_left,turnover_probability,risk_score_percent,risk_zone,retention_strategy
2253,0.61,0.39,3,99,2,0,0,0,support,low,0,0,0.115,11.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4330,0.73,0.85,5,224,4,0,0,0,IT,low,0,1,0.81,81.0,Medium-Risk Zone,"Conduct a targeted stay interview, review workload and compensation, provide a development plan, and address management or role concerns."
3102,0.87,0.71,5,145,4,0,0,0,technical,medium,0,0,0.025,2.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4938,0.57,0.6,4,248,4,0,0,0,IT,low,0,0,0.245,24.5,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
2257,0.55,0.51,3,190,3,0,0,0,support,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3380,0.43,0.72,3,258,4,0,0,0,hr,medium,0,0,0.275,27.5,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
6477,0.51,0.83,3,136,3,0,0,0,marketing,high,0,0,0.11,11.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4450,0.69,0.82,4,273,4,0,0,0,hr,medium,0,0,0.215,21.5,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
4263,0.54,0.81,5,261,6,0,0,0,RandD,medium,0,0,0.2,20.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
11621,0.68,0.67,4,162,10,0,0,0,management,high,0,0,0.055,5.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4034,0.93,0.58,4,222,2,0,0,0,RandD,medium,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5625,0.23,0.49,5,214,5,0,0,0,IT,high,0,0,0.14,14.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
2471,0.56,0.9,3,235,2,0,0,0,technical,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
606,0.11,0.88,5,250,4,0,1,0,RandD,medium,1,1,0.955,95.5,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
8968,0.56,0.84,5,154,2,1,0,0,support,low,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7948,0.5,0.76,2,107,4,0,0,0,sales,high,0,0,0.21,21.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
8361,0.23,0.75,6,220,3,0,0,0,support,medium,0,0,0.095,9.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10597,0.87,0.61,3,162,2,0,0,0,RandD,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7248,0.74,1.0,4,219,3,0,0,0,management,medium,0,0,0.085,8.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7973,0.79,0.45,5,131,6,0,0,0,support,low,0,0,0.05,5.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3890,0.95,0.81,5,120,3,0,0,0,marketing,low,0,0,0.085,8.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10414,0.86,0.61,4,181,4,0,0,0,technical,low,0,0,0.075,7.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
1007,0.75,0.88,4,239,5,0,1,0,sales,low,1,1,0.995,99.5,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
2421,0.93,0.53,3,200,3,1,0,0,product_mng,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
6855,0.23,0.51,6,194,4,1,0,0,RandD,medium,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
274,0.11,0.9,6,254,4,0,1,0,technical,low,1,1,1.0,100.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
8667,0.6,0.88,4,175,3,0,0,0,support,low,0,0,0.05,5.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7007,0.58,0.51,2,100,2,0,0,0,product_mng,low,0,0,0.145,14.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11738,0.48,0.7,3,213,10,0,0,0,sales,medium,0,0,0.02,2.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4810,0.8,0.91,3,202,2,0,0,0,sales,medium,0,0,0.025,2.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5109,0.92,0.91,3,228,2,0,0,1,marketing,medium,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10590,0.97,0.52,4,207,3,0,0,0,product_mng,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11561,0.92,0.68,4,178,3,0,0,0,product_mng,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
2753,0.91,0.85,3,248,3,0,0,0,sales,medium,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3384,0.71,0.53,3,186,2,0,0,0,technical,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
608,0.1,0.85,7,279,4,0,1,0,RandD,medium,1,1,0.965,96.5,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
8561,0.64,0.64,4,242,3,0,0,0,sales,medium,0,0,0.05,5.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4454,0.78,0.4,6,174,3,0,0,0,technical,medium,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3334,0.66,0.8,4,252,3,0,0,0,IT,medium,0,0,0.06,6.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7764,0.36,0.62,4,111,6,0,0,0,IT,low,0,0,0.04,4.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
9415,0.93,0.52,3,181,3,0,0,0,technical,low,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
2102,1.0,0.92,5,161,3,1,0,0,support,low,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
8179,0.78,0.61,4,268,3,0,0,0,sales,medium,0,0,0.055,5.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
9607,0.81,0.65,3,195,2,0,0,0,IT,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5494,0.56,0.63,4,204,4,0,0,0,marketing,medium,0,0,0.05,5.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10868,0.52,0.98,5,217,2,1,0,0,technical,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3127,0.91,0.54,3,210,2,0,0,0,marketing,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4982,0.79,0.82,3,98,3,1,0,0,hr,low,0,0,0.015,1.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
724,0.43,0.46,2,149,3,0,1,0,technical,medium,1,1,0.99,99.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
5147,0.99,0.76,4,185,5,0,0,0,technical,low,0,0,0.18,18.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4990,0.64,0.97,4,268,2,0,0,0,technical,low,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5771,0.5,0.92,3,186,2,0,0,0,support,medium,0,0,0.105,10.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3123,0.5,0.73,3,148,3,0,0,0,accounting,low,0,0,0.02,2.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11694,0.59,0.6,3,214,2,1,0,0,product_mng,low,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11408,0.16,0.46,6,240,2,0,0,0,product_mng,low,0,0,0.11,11.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
6025,0.76,0.58,4,188,3,0,0,0,technical,low,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
1802,0.43,0.48,2,157,3,0,1,0,support,low,1,1,1.0,100.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
6160,0.73,0.51,4,249,5,0,0,0,IT,medium,0,0,0.08,8.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
9535,0.57,0.82,3,149,5,1,0,0,support,medium,0,0,0.05,5.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
9804,0.64,0.94,3,204,2,0,0,0,technical,high,0,0,0.02,2.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5416,0.5,0.51,3,169,4,0,0,0,marketing,low,0,0,0.08,8.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7050,0.56,0.66,5,216,2,0,0,0,technical,high,0,0,0.09,9.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11514,0.45,0.42,4,156,7,0,0,0,product_mng,high,0,0,0.06,6.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
1523,0.4,0.47,2,152,3,0,1,0,accounting,low,1,1,1.0,100.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
8218,0.68,0.85,3,209,2,0,0,0,management,medium,0,0,0.06,6.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10215,0.13,0.76,5,171,5,0,0,0,RandD,medium,0,0,0.08,8.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10717,0.13,0.84,5,189,5,0,0,0,technical,low,0,0,0.085,8.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3183,0.49,0.76,5,237,3,0,0,0,IT,high,0,0,0.135,13.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
9027,0.82,0.37,2,280,3,0,0,0,accounting,medium,0,0,0.08,8.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
6411,0.68,0.54,3,270,4,1,0,0,sales,low,0,0,0.035,3.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
8119,0.96,0.91,3,260,5,0,0,0,technical,low,0,0,0.47,47.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
2429,0.88,0.63,3,273,3,1,0,0,RandD,low,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
381,0.38,0.46,2,145,3,0,1,0,hr,medium,1,1,1.0,100.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
6095,0.99,0.85,5,261,4,0,0,0,RandD,medium,0,0,0.165,16.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11874,0.86,0.83,4,208,3,1,0,0,IT,low,0,0,0.015,1.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10973,0.88,0.82,3,265,3,0,0,0,product_mng,medium,0,0,0.025,2.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10476,0.62,0.79,5,172,3,0,0,0,accounting,low,0,0,0.025,2.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
9442,0.96,0.58,5,178,3,0,0,0,IT,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5008,0.59,0.9,4,261,4,0,0,0,technical,medium,0,0,0.185,18.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
616,0.83,0.95,4,251,5,0,1,0,marketing,medium,1,1,0.94,94.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
1677,0.38,0.49,2,128,3,0,1,0,technical,low,1,1,1.0,100.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
